"","DIGNIDAD_CODIGO","OP_CODIGO","CANDIDATO_CODIGO","CANDIDATO_ORDEN","CANDIDATO_PROVINCIA_CODIGO","CANDIDATO_CANTON_CODIGO","CANDIDATO_PARROQUIA_CODIGO","CANDIDATO_NOMBRE","CANDIDATO_SEXO","CANDIDATO_EDAD_EXACTA","CANDIDATO_GRUPOS_DE_EDAD","SUPLENTE_NOMBRE.1","SUPLENTE_SEXO.1","SUPLENTE_EDAD_EXACTA.1","SUPLENTE_GRUPO_DE_EDAD.1","SUPLENTE_NOMBRE.2","SUPLENTE_SEXO.2","SUPLENTE_EDAD_EXACTA.2","SUPLENTE_GRUPO_DE_EDAD.2"
"2241",3,10,3170000000050,5,17,0,0,"YUNGAN POMAQUERO JOSE MARIA                                                                         ","HOMBRES",48.1452054794521,"DE 45 A MENOS DE 65 AÑOS","CRIOLLO LUIS ANTONIO                                                                                ","HOMBRES",45.1534246575342,"DE 45 A MENOS DE 65 AÑOS","                                                                                                    ",NA,NA,NA
"2242",5,11001,5113110000027,3,11,311,0,"HERRERA SANCHEZ ZOILA EVA                                                                           ","MUJERES",28.772602739726,"MENORES DE 30 AÑOS","CRIOLLO MEDINA DEYSI SORAYA                                                                         ","MUJERES",30.9424657534247,"DE 30 A MENOS DE 45 AÑOS","                                                                                                    ",NA,NA,NA
"2243",5,48,5037650000003,3,3,765,0,"ENCALADA VERDUGO ANTONIO                                                                            ","HOMBRES",53.2767123287671,"DE 45 A MENOS DE 65 AÑOS","CRIOLLO MORA MARIA ESPERANZA                                                                        ","MUJERES",52.2630136986301,"DE 45 A MENOS DE 65 AÑOS","                                                                                                    ",NA,NA,NA
"2244",5,5,5012700000005,2,1,270,0,"PATIÑO PADILLA JAVIER ENRIQUE                                                                      ","HOMBRES",25.7205479452055,"MENORES DE 30 AÑOS","CRIOLLO QUITUISACA MANUEL ROSENDO                                                                   ","HOMBRES",52.4931506849315,"DE 45 A MENOS DE 65 AÑOS","                                                                                                    ",NA,NA,NA
"2245",3,10,3090000000061,1,9,0,0,"SUAREZ YEPEZ JUAN ANDRES                                                                            ","HOMBRES",47.3095890410959,"DE 45 A MENOS DE 65 AÑOS","CRISTOBAL VALDIVIESO MARYURI ROSSANA                                                                ","MUJERES",38.6092896174863,"DE 30 A MENOS DE 45 AÑOS","                                                                                                    ",NA,NA,NA
"2246",7,51,7090000000212,14,9,0,0,"ARTETA RIVAS JUDITH MARLENE                                                                         ","MUJERES",52.6,"DE 45 A MENOS DE 65 AÑOS","CRUZ ANCHUNDIA MERCEDES MIREYA                                                                      ","MUJERES",46.0573770491803,"DE 45 A MENOS DE 65 AÑOS","                                                                                                    ",NA,NA,NA
"2247",7,16,7170000000171,3,17,0,0,"GALLARDO REYES ALAIN JOSSUETT                                                                       ","HOMBRES",34.0846994535519,"DE 30 A MENOS DE 45 AÑOS","CRUZ ARBOLEDA MARTHA CECILIA                                                                        ","MUJERES",36.5835616438356,"DE 30 A MENOS DE 45 AÑOS","                                                                                                    ",NA,NA,NA
"2248",5,48,5099860000002,2,9,986,0,"VILLEGAS MARTILLO ESMERALDA EULALIA                                                                 ","MUJERES",48.2712328767123,"DE 45 A MENOS DE 65 AÑOS","CRUZ CAICEDO JOHANNA VERONICA                                                                       ","MUJERES",30.4207650273224,"DE 30 A MENOS DE 45 AÑOS","                                                                                                    ",NA,NA,NA
"2249",7,51,7090000000207,9,9,0,0,"MALDONADO GAIBORT JOFFRE ADALBERTO                                                                  ","HOMBRES",51.3123287671233,"DE 45 A MENOS DE 65 AÑOS","CRUZ CRUZ ANGEL ROSENDO                                                                             ","HOMBRES",41.6246575342466,"DE 30 A MENOS DE 45 AÑOS","                                                                                                    ",NA,NA,NA
"2250",6,48,6073551815004,4,7,355,1815,"QUINCHE VIRGILIO BENITO                                                                             ","HOMBRES",57.0109589041096,"DE 45 A MENOS DE 65 AÑOS","CRUZ CRUZ WILMER LUZGARDO                                                                           ","HOMBRES",27.0356164383562,"MENORES DE 30 AÑOS","                                                                                                    ",NA,NA,NA
"2251",5,6,5073500000033,3,7,350,0,"CASTILLO BLACIO WILSON JORGE                                                                        ","HOMBRES",44.5232876712329,"DE 30 A MENOS DE 45 AÑOS","CRUZ DE LA CRUZ NICOLAS URBANO                                                                      ","HOMBRES",65.8579234972678,"DE 65 AÑOS Y MÁS","                                                                                                    ",NA,NA,NA
"2252",3,3,3060000000009,3,6,0,0,"GRANJA ROBALINO LUIS GONZALO                                                                        ","HOMBRES",49.6767123287671,"DE 45 A MENOS DE 65 AÑOS","CRUZ DELGADO EDITH IVONNE                                                                           ","MUJERES",34.6229508196721,"DE 30 A MENOS DE 45 AÑOS","                                                                                                    ",NA,NA,NA
"2253",5,11,5181350000064,4,18,135,0,"PAUCAR PEREZ MARIA CECILIA DE LOURDES                                                               ","MUJERES",47.5068493150685,"DE 45 A MENOS DE 65 AÑOS","CRUZ DIAZ GUSTAVO ANIBAL                                                                            ","HOMBRES",64.5315068493151,"DE 45 A MENOS DE 65 AÑOS","                                                                                                    ",NA,NA,NA
"2254",7,6,7170000000083,13,17,0,0,"VASCONEZ AMPUERO GALO ALFREDO                                                                       ","HOMBRES",62.2896174863388,"DE 45 A MENOS DE 65 AÑOS","CRUZ GARCIA DIEGO ALBERTO                                                                           ","HOMBRES",46.3114754098361,"DE 45 A MENOS DE 65 AÑOS","                                                                                                    ",NA,NA,NA
"2255",5,5,5021800000011,2,2,180,0,"CHERRES CRUZ REBECA ALEJANDRA                                                                       ","MUJERES",21.2465753424658,"MENORES DE 30 AÑOS","CRUZ GRANIZO IRMA DEL CARMEN                                                                        ","MUJERES",46.3469945355191,"DE 45 A MENOS DE 65 AÑOS","                                                                                                    ",NA,NA,NA
"2256",5,8,5097350000024,3,9,735,0,"CRUZ CRUZ SANDRA ELIZABEL                                                                           ","MUJERES",43.0684931506849,"DE 30 A MENOS DE 45 AÑOS","CRUZ JIMENEZ JOHN GONZALO                                                                           ","HOMBRES",38.2049180327869,"DE 30 A MENOS DE 45 AÑOS","                                                                                                    ",NA,NA,NA
"2257",5,4,5127500000007,1,12,750,0,"LUA YEPEZ JOHN ALEX                                                                                 ","HOMBRES",42.7185792349727,"DE 30 A MENOS DE 45 AÑOS","CRUZ MACIAS RICARDO SALOME                                                                          ","HOMBRES",47.9780821917808,"DE 45 A MENOS DE 65 AÑOS","                                                                                                    ",NA,NA,NA
"2258",5,6,5134950000010,1,13,495,0,"CHOEZ PINCAY FELIX BENJAMIN                                                                         ","HOMBRES",49.5424657534247,"DE 45 A MENOS DE 65 AÑOS","CRUZ MONSERRATE BETSY DEL CARMEN                                                                    ","MUJERES",24.2630136986301,"MENORES DE 30 AÑOS","                                                                                                    ",NA,NA,NA
"2259",5,16004,5166800000030,3,16,680,0,"GOMEZ LOPEZ OSWALDO PATRICIO                                                                        ","HOMBRES",41.7369863013699,"DE 30 A MENOS DE 45 AÑOS","CRUZ MOREIRA DARWIN ANTONIO                                                                         ","HOMBRES",34.1475409836066,"DE 30 A MENOS DE 45 AÑOS","                                                                                                    ",NA,NA,NA
"2260",5,17,5099860000024,3,9,986,0,"VILLON BUENO FELIZ CEFERINO                                                                         ","HOMBRES",22.6174863387978,"MENORES DE 30 AÑOS","CRUZ POLANCO CARLOS JULIO                                                                           ","HOMBRES",40.558904109589,"DE 30 A MENOS DE 45 AÑOS","                                                                                                    ",NA,NA,NA
"2261",5,3008,5032500000027,3,3,250,0,"CARDENAS VILLAVICENCIO HOLGER CIRO                                                                  ","HOMBRES",54.8191780821918,"DE 45 A MENOS DE 65 AÑOS","CRUZ QUINTO PABLO SANTIAGO                                                                          ","HOMBRES",70.2295081967213,"DE 65 AÑOS Y MÁS","                                                                                                    ",NA,NA,NA
"2262",5,1,5093900000014,7,9,390,0,"ESTRELLA ORTEGA CARLA PAOLA                                                                         ","MUJERES",28.4547945205479,"MENORES DE 30 AÑOS","CRUZ RAMIREZ SERGIO OLMEDO                                                                          ","HOMBRES",51.4547945205479,"DE 45 A MENOS DE 65 AÑOS","                                                                                                    ",NA,NA,NA
"2263",5,4,5098200000020,5,9,820,0,"YUQUILEMA DACTO ALFREDO REMIGIO                                                                     ","HOMBRES",32.7315068493151,"DE 30 A MENOS DE 45 AÑOS","CRUZ RODRIGUEZ JOSE ATILIO                                                                          ","HOMBRES",48.4383561643836,"DE 45 A MENOS DE 65 AÑOS","                                                                                                    ",NA,NA,NA
"2264",5,17,5094200000055,5,9,420,0,"MORA MURILLO JORGE SIXTO                                                                            ","HOMBRES",43.9150684931507,"DE 30 A MENOS DE 45 AÑOS","CRUZ ZUNIGA JOSE RAMIRO                                                                             ","HOMBRES",36.6219178082192,"DE 30 A MENOS DE 45 AÑOS","                                                                                                    ",NA,NA,NA
"2265",5,3,5134770000003,3,13,477,0,"SUAREZ AVILEZ SANTOS LUIS RAMON                                                                     ","HOMBRES",48.6602739726027,"DE 45 A MENOS DE 65 AÑOS","CRUZATTI FALLAIN ZENEIDA ELIZABETH                                                                  ","MUJERES",37.2931506849315,"DE 30 A MENOS DE 45 AÑOS","                                                                                                    ",NA,NA,NA
"2266",3,62,3130000000070,5,13,0,0,"PONCE PINARGOTE ROSA CLEOPATRA                                                                      ","MUJERES",38.4234972677596,"DE 30 A MENOS DE 45 AÑOS","CUADRO VELASQUEZ IDALIA SUCENA                                                                      ","MUJERES",43.1424657534247,"DE 30 A MENOS DE 45 AÑOS","                                                                                                    ",NA,NA,NA
"2267",5,8,5100550000017,2,10,55,0,"VILLACIS POZO JAIME ANIBAL                                                                          ","HOMBRES",34.1639344262295,"DE 30 A MENOS DE 45 AÑOS","CUASCOTA CAMPUES SEGUNDO ALFONSO                                                                    ","HOMBRES",42.5655737704918,"DE 30 A MENOS DE 45 AÑOS","                                                                                                    ",NA,NA,NA
"2268",5,11,5100350000027,3,10,35,0,"ROMAN TERREROS MARCEL HERNAN                                                                        ","HOMBRES",28.8191780821918,"MENORES DE 30 AÑOS","CUASPUD CHICAS CARLOS RAUL                                                                          ","HOMBRES",43.4328767123288,"DE 30 A MENOS DE 45 AÑOS","                                                                                                    ",NA,NA,NA
"2269",5,48,5040150000001,1,4,15,0,"VACA AGUIRRE JULIO NARCISO                                                                          ","HOMBRES",44.2794520547945,"DE 30 A MENOS DE 45 AÑOS","CUATIN GUERRA LIGIA OLIVA                                                                           ","MUJERES",39.558904109589,"DE 30 A MENOS DE 45 AÑOS","                                                                                                    ",NA,NA,NA
"2270",5,4007,5040150000039,3,4,15,0,"CUASPUD BEDOYA ANA LUCIA                                                                            ","MUJERES",24.2383561643836,"MENORES DE 30 AÑOS","CUATIN MORILLO NARCISA LILIAN                                                                       ","MUJERES",39.1123287671233,"DE 30 A MENOS DE 45 AÑOS","                                                                                                    ",NA,NA,NA
"2271",5,24,5099650000023,2,9,965,0,"LANDIVAR LEON JANET LILIANA                                                                         ","MUJERES",52.1561643835616,"DE 45 A MENOS DE 65 AÑOS","CUCALON SOL CYNTHIA YOMAYRA                                                                         ","MUJERES",22.7622950819672,"MENORES DE 30 AÑOS","                                                                                                    ",NA,NA,NA
"2272",5,24,5170700000021,3,17,70,0,"HEREDIA ORTIZ HERNESTO FRANCISCO                                                                    ","HOMBRES",40.027397260274,"DE 30 A MENOS DE 45 AÑOS","CUCHIPE LISINTUNA ELSA LEOMAR                                                                       ","MUJERES",38.8739726027397,"DE 30 A MENOS DE 45 AÑOS","                                                                                                    ",NA,NA,NA
"2273",5,8,5059300000018,3,5,930,0,"COELLO MEJIA PEDRO RAFAEL                                                                           ","HOMBRES",39.7506849315068,"DE 30 A MENOS DE 45 AÑOS","CUCHIPE TOAQUIZA JUAN OLMEDO                                                                        ","HOMBRES",29.9508196721311,"MENORES DE 30 AÑOS","                                                                                                    ",NA,NA,NA
"2274",5,71,5118150000016,1,11,815,0,"MAZA AGURTO IGNACIO APARICIO                                                                        ","HOMBRES",66.6967213114754,"DE 65 AÑOS Y MÁS","CUENCA CABRERA FLORESMILO                                                                           ","HOMBRES",60.2794520547945,"DE 45 A MENOS DE 65 AÑOS","                                                                                                    ",NA,NA,NA
"2275",5,11005,5113350000004,1,11,335,0,"CELI GALVAN CARLOS MIGUEL                                                                           ","HOMBRES",55.0082191780822,"DE 45 A MENOS DE 65 AÑOS","CUENCA CANGO IRENE                                                                                  ","MUJERES",30.724043715847,"DE 30 A MENOS DE 45 AÑOS","                                                                                                    ",NA,NA,NA
"2276",5,48,5218650000002,2,21,865,0,"VARGAS AGUINDA ELISA SOLEDAD                                                                        ","MUJERES",24.0219178082192,"MENORES DE 30 AÑOS","CUENCA CUENCA FLORA                                                                                 ","MUJERES",63.6547945205479,"DE 45 A MENOS DE 65 AÑOS","                                                                                                    ",NA,NA,NA
"2277",5,11001,5113200000030,3,11,320,0,"CONZA MAZA DORIS MARICELA                                                                           ","MUJERES",23.586301369863,"MENORES DE 30 AÑOS","CUENCA CUENCA FRANCISCO VICENTE                                                                     ","HOMBRES",51.0821917808219,"DE 45 A MENOS DE 65 AÑOS","                                                                                                    ",NA,NA,NA
"2278",5,3,5113100000008,2,11,310,0,"CUENCA YAGUANA CECIBEL TARCILA                                                                      ","MUJERES",23.2520547945205,"MENORES DE 30 AÑOS","CUENCA CUENCA GLADIS YESENIA                                                                        ","MUJERES",26.1366120218579,"MENORES DE 30 AÑOS","                                                                                                    ",NA,NA,NA
"2279",7,8,7070000000028,4,7,0,0,"VERA CEDILLO CIRO VICENTE                                                                           ","HOMBRES",44.3068493150685,"DE 30 A MENOS DE 45 AÑOS","CUENCA JUAN JOSE                                                                                    ","HOMBRES",51.2027397260274,"DE 45 A MENOS DE 65 AÑOS","                                                                                                    ",NA,NA,NA
"2280",5,6,5012850000007,1,1,285,0,"ORTIZ RODRIGUEZ CARLOS ERNESTO                                                                      ","HOMBRES",29.2794520547945,"MENORES DE 30 AÑOS","CUENCA LLIVIPUMA PEDRO VINICIO                                                                      ","HOMBRES",44.1178082191781,"DE 30 A MENOS DE 45 AÑOS","                                                                                                    ",NA,NA,NA
"2281",5,5,5078600000012,3,7,860,0,"SANCHEZ PRADO JORGE AMILCAR                                                                         ","HOMBRES",31.6602739726027,"DE 30 A MENOS DE 45 AÑOS","CUENCA PALTA CRISTIAN WILSON                                                                        ","HOMBRES",28.0931506849315,"MENORES DE 30 AÑOS","                                                                                                    ",NA,NA,NA
"2282",5,5,5196610000006,2,19,661,0,"JIMENEZ FLORES ABRAHAN CRISTOBAL                                                                    ","HOMBRES",46.6584699453552,"DE 45 A MENOS DE 65 AÑOS","CUENCA REMACHE DIANA MARLENE                                                                        ","MUJERES",20.9260273972603,"MENORES DE 30 AÑOS","                                                                                                    ",NA,NA,NA
"2283",5,1,5068300000003,3,6,830,0,"MENESES PORTUGAL SEGUNDO FAUSTO                                                                     ","HOMBRES",33.7013698630137,"DE 30 A MENOS DE 45 AÑOS","CUENCA VARELA SEGUNDO EUGENIO                                                                       ","HOMBRES",58.2896174863388,"DE 45 A MENOS DE 65 AÑOS","                                                                                                    ",NA,NA,NA
"2284",5,71,5085610000018,3,8,561,0,"CHEME REYES FREDY RICARDO                                                                           ","HOMBRES",34.7513661202186,"DE 30 A MENOS DE 45 AÑOS","CUERO LUGO CREIDIS YADIRA                                                                           ","MUJERES",34.1092896174863,"DE 30 A MENOS DE 45 AÑOS","                                                                                                    ",NA,NA,NA
"2285",5,6,5085610000013,1,8,561,0,"CORTEZ RODRIGUEZ ALEX ANIBAL                                                                        ","HOMBRES",36.9287671232877,"DE 30 A MENOS DE 45 AÑOS","CUERO LUGO ERNEL ERMINSUL                                                                           ","HOMBRES",39.5452054794521,"DE 30 A MENOS DE 45 AÑOS","                                                                                                    ",NA,NA,NA
"2286",5,71,5085600000032,2,8,560,0,"SOLIS MENDEZ BETSY YANINA                                                                           ","MUJERES",41.7616438356164,"DE 30 A MENOS DE 45 AÑOS","CUERO MONTENEGRO DARLING LEONICIA                                                                   ","MUJERES",63.6821917808219,"DE 45 A MENOS DE 65 AÑOS","                                                                                                    ",NA,NA,NA
"2287",3,3,3080000000008,2,8,0,0,"MACIAS CHAVEZ MARIANA DE LA O                                                                       ","MUJERES",57.4301369863014,"DE 45 A MENOS DE 65 AÑOS","CUERO PRECIADO LOY MARIA                                                                            ","MUJERES",39.9643835616438,"DE 30 A MENOS DE 45 AÑOS","                                                                                                    ",NA,NA,NA
"2288",5,3,5087850000004,1,8,785,0,"CASTRO RIVERA JESUS NAZARENO                                                                        ","HOMBRES",48.8986301369863,"DE 45 A MENOS DE 65 AÑOS","CUERO ROCERO DEICY MAGGELY                                                                          ","MUJERES",35.8876712328767,"DE 30 A MENOS DE 45 AÑOS","                                                                                                    ",NA,NA,NA
"2289",5,7004,5076950000013,1,7,695,0,"TAMAYO MORENO CARLOS ALFREDO                                                                        ","HOMBRES",40.786301369863,"DE 30 A MENOS DE 45 AÑOS","CUERO TENORIO MARIA DEL PILAR                                                                       ","MUJERES",43.2794520547945,"DE 30 A MENOS DE 45 AÑOS","                                                                                                    ",NA,NA,NA
"2290",7,3001,7030000000018,3,3,0,0,"ZUMBA CHIDA GLORIA MARIELA                                                                          ","MUJERES",27,"MENORES DE 30 AÑOS","CUESTA GOMEZ KETTY CHANENA                                                                          ","MUJERES",37.0438356164384,"DE 30 A MENOS DE 45 AÑOS","                                                                                                    ",NA,NA,NA
"2291",5,17,5021850000028,1,2,185,0,"GUERRERO VILLACRES LIGIA ANABEL                                                                     ","MUJERES",29,"MENORES DE 30 AÑOS","CUESTA MARTINEZ SILVIO CONSTANTINO                                                                  ","HOMBRES",25.1095890410959,"MENORES DE 30 AÑOS","                                                                                                    ",NA,NA,NA
"2292",5,10,5181400000022,1,18,140,0,"RIOFRIO PRADO MARCO ANTONIO                                                                         ","HOMBRES",49.1260273972603,"DE 45 A MENOS DE 65 AÑOS","CUEVA BAUTISTA SIXTO EDWIN CARLITOS                                                                 ","HOMBRES",41.6493150684932,"DE 30 A MENOS DE 45 AÑOS","                                                                                                    ",NA,NA,NA
"2293",5,48,5113000000003,3,11,300,0,"SILVA VELASTEGUI LUIS MAURICIO                                                                      ","HOMBRES",44.7397260273973,"DE 30 A MENOS DE 45 AÑOS","CUEVA BRAVO JOHANNA BELEN                                                                           ","MUJERES",22.4153005464481,"MENORES DE 30 AÑOS","                                                                                                    ",NA,NA,NA
"2294",5,10,5113300000023,2,11,330,0,"PRADO PRADO SERVIO ENRIQUE                                                                          ","HOMBRES",49.186301369863,"DE 45 A MENOS DE 65 AÑOS","CUEVA CORDOVA ANA MARIA                                                                             ","MUJERES",30.5601092896175,"DE 30 A MENOS DE 45 AÑOS","                                                                                                    ",NA,NA,NA
"2295",3,4,3010000000009,1,1,0,0,"MALO GONZALEZ JOSE LUIS                                                                             ","HOMBRES",39.0493150684932,"DE 30 A MENOS DE 45 AÑOS","CUEVA CRESPO DANIELA CATALINA                                                                       ","MUJERES",28.1205479452055,"MENORES DE 30 AÑOS","                                                                                                    ",NA,NA,NA
"2296",5,5,5113200000011,2,11,320,0,"NOVILLO ESCALERAS MARIA FERNANDA                                                                    ","MUJERES",21.4849315068493,"MENORES DE 30 AÑOS","CUEVA CUEVA VICTOR ROLANDO                                                                          ","HOMBRES",20.427397260274,"MENORES DE 30 AÑOS","                                                                                                    ",NA,NA,NA
"2297",7,71,7070000000021,1,7,0,0,"SANCHEZ ARMIJOS JORGE ORLANDO                                                                       ","HOMBRES",53.8852459016393,"DE 45 A MENOS DE 65 AÑOS","CUEVA GONZALEZ JOSEPH WILTON                                                                        ","HOMBRES",36.6657534246575,"DE 30 A MENOS DE 45 AÑOS","                                                                                                    ",NA,NA,NA
"2298",5,3,5113200000004,1,11,320,0,"JUNGAL JIMA LAUTARO                                                                                 ","HOMBRES",59.6602739726027,"DE 45 A MENOS DE 65 AÑOS","CUEVA MALDONADO VICTORIA MERCEDES                                                                   ","MUJERES",43.9205479452055,"DE 30 A MENOS DE 45 AÑOS","                                                                                                    ",NA,NA,NA
"2299",5,1,5113450000001,1,11,345,0,"QUEZADA RUIZ BOLIVAR                                                                                ","HOMBRES",55.7178082191781,"DE 45 A MENOS DE 65 AÑOS","CUEVA PALACIOS WILTON ALEXANDER                                                                     ","HOMBRES",32.6849315068493,"DE 30 A MENOS DE 45 AÑOS","                                                                                                    ",NA,NA,NA
"2300",5,11001,5117400000024,3,11,740,0,"CAMACHO ANTONIO                                                                                     ","HOMBRES",40.2684931506849,"DE 30 A MENOS DE 45 AÑOS","CUEVA ROJAS JHON WILFRIDO                                                                           ","HOMBRES",33.9508196721311,"DE 30 A MENOS DE 45 AÑOS","                                                                                                    ",NA,NA,NA
"2301",5,20004,5208050000003,1,20,805,0,"MORENO ORTEGA CARLOS EDUARDO                                                                        ","HOMBRES",40.5671232876712,"DE 30 A MENOS DE 45 AÑOS","CUEVA ROSILLO SONIA LAURA                                                                           ","MUJERES",25.1123287671233,"MENORES DE 30 AÑOS","                                                                                                    ",NA,NA,NA
"2302",7,55,7110000000040,4,11,0,0,"PAREDES GARCIA JOSE MIGUEL                                                                          ","HOMBRES",56.9808219178082,"DE 45 A MENOS DE 65 AÑOS","CUEVA SALAZAR LENNYN ALDEMAR                                                                        ","HOMBRES",36.5835616438356,"DE 30 A MENOS DE 45 AÑOS","                                                                                                    ",NA,NA,NA
"2303",3,10,3180000000023,2,18,0,0,"MORETA ANDAGANA JULIO CESAR                                                                         ","HOMBRES",32.8739726027397,"DE 30 A MENOS DE 45 AÑOS","CUJI MACHA LUIS ARMANDO                                                                             ","HOMBRES",45.5424657534247,"DE 45 A MENOS DE 65 AÑOS","                                                                                                    ",NA,NA,NA
"2304",5,10,5073500000050,2,7,350,0,"QUICHIMBO ANDRADE MANUEL FRANKLIN                                                                   ","HOMBRES",42.5846994535519,"DE 30 A MENOS DE 45 AÑOS","CUJILEMA ASAQUIBAY ROBERTO                                                                          ","HOMBRES",38.8739726027397,"DE 30 A MENOS DE 45 AÑOS","                                                                                                    ",NA,NA,NA
"2305",5,51,5073500000055,1,7,350,0,"QUEZADA MANUEL BOLIVAR                                                                              ","HOMBRES",33.6246575342466,"DE 30 A MENOS DE 45 AÑOS","CUJILEMA LEON MICHAEL DAVID                                                                         ","HOMBRES",29.2904109589041,"MENORES DE 30 AÑOS","                                                                                                    ",NA,NA,NA
"2306",5,24,5170600000051,2,17,60,0,"SINCHIRE ARROBO JOSE ALBINO                                                                         ","HOMBRES",49.1041095890411,"DE 45 A MENOS DE 65 AÑOS","CULLQUIPUMA CHICAIZA WILSON YOJAN                                                                   ","HOMBRES",38.3606557377049,"DE 30 A MENOS DE 45 AÑOS","                                                                                                    ",NA,NA,NA
"2307",5,10,5051000000036,1,5,100,0,"HUILCATOMA REATIQUI GUSTAVO ALCIDES                                                                 ","HOMBRES",45.8579234972678,"DE 45 A MENOS DE 65 AÑOS","CULQUI CULQUI DANILO XAVIER                                                                         ","HOMBRES",29.013698630137,"MENORES DE 30 AÑOS","                                                                                                    ",NA,NA,NA
"2308",5,71,5188500000014,2,18,850,0,"BUSTAMANTE CRIOLLO GONZALO RODRIGO                                                                  ","HOMBRES",51.7397260273973,"DE 45 A MENOS DE 65 AÑOS","CULQUI CULQUI LUIS ARMANDO                                                                          ","HOMBRES",35.2246575342466,"DE 30 A MENOS DE 45 AÑOS","                                                                                                    ",NA,NA,NA
"2309",5,4,5113250000005,2,11,325,0,"OTERO CELI DERLIN SULEY                                                                             ","MUJERES",26.3743169398907,"MENORES DE 30 AÑOS","CUMBICOS VALDIVIEZO JUDITH DEL CISNE                                                                ","MUJERES",22.4754098360656,"MENORES DE 30 AÑOS","                                                                                                    ",NA,NA,NA
"2310",5,72,5073750000030,3,7,375,0,"ALEJANDRO TORRES PIEDAD                                                                             ","MUJERES",54.0437158469945,"DE 45 A MENOS DE 65 AÑOS","CUMBICUS BARRERA GLORIA NOEMI                                                                       ","MUJERES",41.2164383561644,"DE 30 A MENOS DE 45 AÑOS","                                                                                                    ",NA,NA,NA
"2311",3,10,3110000000025,1,11,0,0,"ANDRADE GUALAN ASUNCION                                                                             ","HOMBRES",39.7917808219178,"DE 30 A MENOS DE 45 AÑOS","CUMBICUS CAMISAN CARMEN EFIGENIA                                                                    ","MUJERES",46.1065573770492,"DE 45 A MENOS DE 65 AÑOS","                                                                                                    ",NA,NA,NA
"2312",5,19003,5196650000005,1,19,665,0,"GONZALEZ ORTEGA MANUEL DE JESUS                                                                     ","HOMBRES",32.8109589041096,"DE 30 A MENOS DE 45 AÑOS","CUMBICUS MACAS MARCIA ROCIO                                                                         ","MUJERES",22.9150684931507,"MENORES DE 30 AÑOS","                                                                                                    ",NA,NA,NA
"2313",5,10,5113400000023,2,11,340,0,"CHINCHAY FLORES CARMITA ROSELITA                                                                    ","MUJERES",25.792349726776,"MENORES DE 30 AÑOS","CUMBICUS TAMAYO FRANCO POLIVIO                                                                      ","HOMBRES",49.8060109289617,"DE 45 A MENOS DE 65 AÑOS","                                                                                                    ",NA,NA,NA
"2314",5,3,5113200000006,3,11,320,0,"TORRES FLORES FRANCLIN ANTONIO                                                                      ","HOMBRES",38.0819672131148,"DE 30 A MENOS DE 45 AÑOS","CUMBICUS VEGA CECILIA MERCEDES                                                                      ","MUJERES",29.0849315068493,"MENORES DE 30 AÑOS","                                                                                                    ",NA,NA,NA
"2315",5,4,5062000000008,2,6,200,0,"TRUJILLO GUAMAN JOSE ANTONIO                                                                        ","HOMBRES",50.9287671232877,"DE 45 A MENOS DE 65 AÑOS","CUNALATA CHUNCHO SEGUNDO OLGUER                                                                     ","HOMBRES",32.758904109589,"DE 30 A MENOS DE 45 AÑOS","                                                                                                    ",NA,NA,NA
"2316",5,8,5040100000020,2,4,10,0,"CUASAPUD ALVAREZ GLADYS MAGALI                                                                      ","MUJERES",27.841095890411,"MENORES DE 30 AÑOS","CUNGUAN ACERO SONIA ALEXANDRA                                                                       ","MUJERES",23.1013698630137,"MENORES DE 30 AÑOS","                                                                                                    ",NA,NA,NA
"2317",5,7,5059300000015,3,5,930,0,"DIAZ CUCHIPE HILDA MARINA                                                                           ","MUJERES",23.8739726027397,"MENORES DE 30 AÑOS","CUNUHAY CUYO WASHINGTON OSWALDO                                                                     ","HOMBRES",30.431693989071,"DE 30 A MENOS DE 45 AÑOS","                                                                                                    ",NA,NA,NA
"2318",5,4,5166850000004,2,16,685,0,"MOLINA BERREZUETA ROSA ESTELA                                                                       ","MUJERES",34.1338797814208,"DE 30 A MENOS DE 45 AÑOS","CURAY GUANANGA SEGUNDO FRANCISCO                                                                    ","HOMBRES",64.3972602739726,"DE 45 A MENOS DE 65 AÑOS","                                                                                                    ",NA,NA,NA
"2319",5,6006,5062100000026,2,6,210,0,"PACA DAQUILEMA MARIA ISABEL                                                                         ","MUJERES",28.7260273972603,"MENORES DE 30 AÑOS","CURILLO MEJIA CARMEN AMELIA                                                                         ","MUJERES",28.0986301369863,"MENORES DE 30 AÑOS","                                                                                                    ",NA,NA,NA
"2320",3,14010,3140000000015,1,14,0,0,"JUMBO CHAMBA ANGEL DANIEL                                                                           ","HOMBRES",43.0739726027397,"DE 30 A MENOS DE 45 AÑOS","CURILLO TACURI JENNY JACQUELINE                                                                     ","MUJERES",31.0630136986301,"DE 30 A MENOS DE 45 AÑOS","                                                                                                    ",NA,NA,NA
"2321",5,22004,5227250000008,2,22,725,0,"FREILE SALAVARRIA JOSE ALAMIRO                                                                      ","HOMBRES",30.7945205479452,"DE 30 A MENOS DE 45 AÑOS","CUSANGUA LUZ TRINIDAD ANDREA                                                                        ","MUJERES",54.5163934426229,"DE 45 A MENOS DE 65 AÑOS","                                                                                                    ",NA,NA,NA
